agent_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, distance,path_node_sequence,path_time_sequence
249,27438,7496,420.16,424.6,c,4.44,5.7,27438;7728;7496;,420.1;422.3;424.6;
250,7728,7496,420.16,422.3,c,2.14,2.8,7728;7496;,420.1;422.3;
251,26123,27438,420.16,424.8,c,4.64,6,26123;27438;,420.1;424.8;
252,6463,7496,420.16,424.4,c,4.24,5.5,6463;7496;,420.1;424.4;
253,7496,26123,420.16,429.2,c,9.04,11.7,7496;7728;27438;26123;,420.1;422.3;424.6;429.2;
254,7496,27438,420.16,424.6,c,4.44,5.7,7496;7728;27438;,420.1;422.3;424.6;
255,27438,26123,420.16,424.7,c,4.54,6,27438;26123;,420.1;424.7;
256,26123,7496,420.16,429.4,c,9.24,11.7,26123;27438;7728;7496;,420.1;424.8;427.2;429.4;
257,6463,7496,420.16,424.4,c,4.24,5.5,6463;7496;,420.1;424.4;
258,7496,7728,420.16,422.3,c,2.14,2.8,7496;7728;,420.1;422.3;
259,7496,6463,420.16,424.3,c,4.14,5.5,7496;6463;,420.1;424.3;
260,7728,27438,420.16,422.4,c,2.24,2.9,7728;27438;,420.1;422.4;
261,26123,27438,420.17,424.8,c,4.63,6,26123;27438;,420.1;424.8;
262,27438,7728,420.17,422.4,c,2.23,2.9,27438;7728;,420.1;422.4;
263,6463,7496,420.17,424.4,c,4.23,5.5,6463;7496;,420.1;424.4;
264,26123,6463,420.17,433.6,c,13.43,17.2,26123;27438;7728;7496;6463;,420.1;424.8;427.2;429.3;433.6;
265,7496,7728,420.17,422.3,c,2.13,2.8,7496;7728;,420.1;422.3;
266,6463,27438,420.17,429.9,c,9.73,11.2,6463;7496;7728;27438;,420.1;424.3;427.6;429.9;
267,6463,7496,420.17,424.4,c,4.23,5.5,6463;7496;,420.1;424.4;
268,26123,7728,420.17,427.2,c,7.03,8.9,26123;27438;7728;,420.1;424.8;427.2;
269,27438,7496,420.17,424.6,c,4.43,5.7,27438;7728;7496;,420.1;422.3;424.6;
270,7728,7496,420.17,422.3,c,2.13,2.8,7728;7496;,420.1;422.3;
271,26123,27438,420.17,424.8,c,4.63,6,26123;27438;,420.1;424.8;
272,7496,6463,420.17,424.3,c,4.13,5.5,7496;6463;,420.1;424.3;
273,6463,7496,420.17,424.4,c,4.23,5.5,6463;7496;,420.1;424.4;
274,27438,7728,420.17,422.4,c,2.23,2.9,27438;7728;,420.1;422.4;
275,6463,7728,420.17,427.6,c,7.43,8.3,6463;7496;7728;,420.1;424.3;427.6;
276,7496,7728,420.17,422.3,c,2.13,2.8,7496;7728;,420.1;422.3;
277,26123,7496,420.17,429.4,c,9.23,11.7,26123;27438;7728;7496;,420.1;424.8;427.2;429.4;
278,7496,27438,420.17,424.6,c,4.43,5.7,7496;7728;27438;,420.1;422.3;424.6;
279,6463,7496,420.18,424.5,c,4.32,5.5,6463;7496;,420.1;424.5;
280,27438,26123,420.18,424.7,c,4.52,6,27438;26123;,420.1;424.7;
281,26123,27438,420.18,424.8,c,4.62,6,26123;27438;,420.1;424.8;
282,7728,26123,420.18,427,c,6.82,8.9,7728;27438;26123;,420.1;422.4;427.0;
283,7496,7728,420.18,422.3,c,2.12,2.8,7496;7728;,420.1;422.3;
284,6463,7496,420.18,424.5,c,4.32,5.5,6463;7496;,420.1;424.5;
285,7496,6463,420.18,424.3,c,4.12,5.5,7496;6463;,420.1;424.3;
286,7728,7496,420.18,422.3,c,2.12,2.8,7728;7496;,420.1;422.3;
287,27438,7728,420.18,422.4,c,2.22,2.9,27438;7728;,420.1;422.4;
288,27438,7496,420.18,424.6,c,4.42,5.7,27438;7728;7496;,420.1;422.4;424.6;
289,7728,27438,420.18,422.4,c,2.22,2.9,7728;27438;,420.1;422.4;
290,26123,27438,420.18,424.8,c,4.62,6,26123;27438;,420.1;424.8;
291,6463,7496,420.18,424.5,c,4.32,5.5,6463;7496;,420.1;424.5;
292,7496,7728,420.18,422.3,c,2.12,2.8,7496;7728;,420.1;422.3;
293,6463,26123,420.19,434.7,c,14.51,17.2,6463;7496;7728;27438;26123;,420.1;424.5;427.8;430.1;434.7;
294,26123,7728,420.19,427.2,c,7.01,8.9,26123;27438;7728;,420.1;424.8;427.2;
295,26123,7496,420.19,429.4,c,9.21,11.7,26123;27438;7728;7496;,420.1;424.8;427.2;429.4;
296,6463,7496,420.19,424.5,c,4.31,5.5,6463;7496;,420.1;424.5;
297,7496,27438,420.19,424.7,c,4.51,5.7,7496;7728;27438;,420.1;422.3;424.7;
298,26123,27438,420.19,424.8,c,4.61,6,26123;27438;,420.1;424.8;
299,7496,6463,420.19,424.3,c,4.11,5.5,7496;6463;,420.1;424.3;
300,27438,7728,420.19,422.4,c,2.21,2.9,27438;7728;,420.1;422.4;
301,7496,7728,420.19,422.4,c,2.21,2.8,7496;7728;,420.1;422.4;
302,6463,27438,420.19,430.1,c,9.91,11.2,6463;7496;7728;27438;,420.1;424.5;427.8;430.1;
303,27438,6463,420.19,428.9,c,8.71,11.2,27438;7728;7496;6463;,420.1;422.4;424.6;428.9;
304,6463,7496,420.19,424.5,c,4.31,5.5,6463;7496;,420.1;424.5;
305,27438,26123,420.19,424.7,c,4.51,6,27438;26123;,420.1;424.7;
306,7496,26123,420.19,429.3,c,9.11,11.7,7496;7728;27438;26123;,420.1;422.3;424.7;429.3;
307,7728,7496,420.19,422.3,c,2.11,2.8,7728;7496;,420.1;422.3;
308,6463,7728,420.19,427.8,c,7.61,8.3,6463;7496;7728;,420.1;424.5;427.8;
309,6463,7496,420.19,424.5,c,4.31,5.5,6463;7496;,420.1;424.5;
310,27438,7496,420.19,424.6,c,4.41,5.7,27438;7728;7496;,420.1;422.4;424.6;
311,26123,6463,420.19,433.6,c,13.41,17.2,26123;27438;7728;7496;6463;,420.1;424.7;427.2;429.3;433.6;
312,26123,27438,420.19,424.8,c,4.61,6,26123;27438;,420.1;424.8;
313,7496,7728,420.2,422.4,c,2.2,2.8,7496;7728;,420.1;422.4;
314,26123,7496,420.2,429.4,c,9.2,11.7,26123;27438;7728;7496;,420.1;424.7;427.2;429.4;
315,6463,7496,420.2,424.5,c,4.3,5.5,6463;7496;,420.1;424.5;
316,27438,7728,420.2,422.4,c,2.2,2.9,27438;7728;,420.1;422.4;
317,7496,6463,420.2,424.4,c,4.2,5.5,7496;6463;,420.1;424.4;
318,7728,6463,420.2,426.6,c,6.4,8.3,7728;7496;6463;,420.2;422.3;426.6;
319,26123,7728,420.2,427.2,c,7,8.9,26123;27438;7728;,420.2;424.7;427.2;
320,26123,27438,420.2,424.8,c,4.6,6,26123;27438;,420.2;424.8;
321,7728,27438,420.2,422.4,c,2.2,2.9,7728;27438;,420.2;422.4;
322,6463,7496,420.2,424.5,c,4.3,5.5,6463;7496;,420.2;424.5;
323,7496,7728,420.2,422.4,c,2.2,2.8,7496;7728;,420.2;422.4;
324,7496,27438,420.2,424.7,c,4.5,5.7,7496;7728;27438;,420.2;422.3;424.7;
325,7728,7496,420.2,422.3,c,2.1,2.8,7728;7496;,420.2;422.3;
326,6463,7496,420.2,424.5,c,4.3,5.5,6463;7496;,420.2;424.5;
327,27438,7728,420.21,422.4,c,2.19,2.9,27438;7728;,420.2;422.4;
328,27438,26123,420.21,424.7,c,4.49,6,27438;26123;,420.2;424.7;
329,7496,7728,420.21,422.4,c,2.19,2.8,7496;7728;,420.2;422.4;
330,26123,27438,420.21,424.8,c,4.59,6,26123;27438;,420.2;424.8;
331,27438,7496,420.21,424.6,c,4.39,5.7,27438;7728;7496;,420.2;422.4;424.6;
332,7496,6463,420.21,424.4,c,4.19,5.5,7496;6463;,420.2;424.4;
333,6463,7496,420.21,424.5,c,4.29,5.5,6463;7496;,420.2;424.5;
334,26123,7496,420.21,429.4,c,9.19,11.7,26123;27438;7728;7496;,420.2;424.7;427.2;429.4;
335,6463,7496,420.21,424.5,c,4.29,5.5,6463;7496;,420.2;424.5;
336,6463,27438,420.21,430.1,c,9.89,11.2,6463;7496;7728;27438;,420.2;424.5;427.8;430.1;
337,7496,7728,420.21,422.4,c,2.19,2.8,7496;7728;,420.2;422.4;
338,26123,27438,420.21,424.8,c,4.59,6,26123;27438;,420.2;424.8;
339,6463,7728,420.21,427.8,c,7.59,8.3,6463;7496;7728;,420.2;424.5;427.8;
340,27438,7728,420.21,422.4,c,2.19,2.9,27438;7728;,420.2;422.4;
341,6463,7496,420.21,424.5,c,4.29,5.5,6463;7496;,420.2;424.5;
342,7496,27438,420.22,424.7,c,4.48,5.7,7496;7728;27438;,420.2;422.3;424.7;
343,7496,6463,420.22,424.4,c,4.18,5.5,7496;6463;,420.2;424.4;
344,7728,7496,420.22,422.3,c,2.08,2.8,7728;7496;,420.2;422.3;
345,6463,26123,420.22,434.7,c,14.48,17.2,6463;7496;7728;27438;26123;,420.2;424.5;427.8;430.1;434.7;
346,26123,7728,420.22,427.2,c,6.98,8.9,26123;27438;7728;,420.2;424.7;427.2;
347,7496,7728,420.22,422.4,c,2.18,2.8,7496;7728;,420.2;422.4;
348,6463,7496,420.22,424.5,c,4.28,5.5,6463;7496;,420.2;424.5;
349,26123,27438,420.22,424.8,c,4.58,6,26123;27438;,420.2;424.8;
350,27438,7496,420.22,424.6,c,4.38,5.7,27438;7728;7496;,420.2;422.4;424.6;
351,7728,27438,420.22,422.4,c,2.18,2.9,7728;27438;,420.2;422.4;
352,26123,7496,420.22,429.4,c,9.18,11.7,26123;27438;7728;7496;,420.2;424.7;427.2;429.4;
353,27438,26123,420.22,424.8,c,4.58,6,27438;26123;,420.2;424.8;
354,27438,7728,420.22,422.4,c,2.18,2.9,27438;7728;,420.2;422.4;
355,6463,7496,420.22,424.5,c,4.28,5.5,6463;7496;,420.2;424.5;
356,26123,6463,420.22,433.9,c,13.68,17.2,26123;27438;7728;7496;6463;,420.2;424.9;427.4;429.5;433.9;
357,7496,7728,420.22,422.4,c,2.18,2.8,7496;7728;,420.2;422.4;
358,7496,6463,420.22,424.4,c,4.18,5.5,7496;6463;,420.2;424.4;
359,7496,26123,420.22,429.3,c,9.08,11.7,7496;7728;27438;26123;,420.2;422.3;424.7;429.3;
360,26123,27438,420.22,424.9,c,4.68,6,26123;27438;,420.2;424.9;
361,6463,7496,420.23,424.5,c,4.27,5.5,6463;7496;,420.2;424.5;
362,7728,7496,420.23,422.4,c,2.17,2.8,7728;7496;,420.2;422.4;
363,7496,7728,420.23,422.4,c,2.17,2.8,7496;7728;,420.2;422.4;
364,6463,7496,420.23,424.5,c,4.27,5.5,6463;7496;,420.2;424.5;
365,7496,27438,420.23,424.7,c,4.47,5.7,7496;7728;27438;,420.2;422.3;424.7;
366,27438,7728,420.23,422.4,c,2.17,2.9,27438;7728;,420.2;422.4;
367,26123,27438,420.23,424.9,c,4.67,6,26123;27438;,420.2;424.9;
368,27438,7496,420.23,424.6,c,4.37,5.7,27438;7728;7496;,420.2;422.4;424.6;
369,26123,7728,420.23,427.4,c,7.17,8.9,26123;27438;7728;,420.2;424.9;427.4;
370,6463,7728,420.23,427.8,c,7.57,8.3,6463;7496;7728;,420.2;424.5;427.8;
371,26123,7496,420.23,429.6,c,9.37,11.7,26123;27438;7728;7496;,420.2;424.9;427.4;429.6;
372,6463,7496,420.23,424.5,c,4.27,5.5,6463;7496;,420.2;424.5;
373,6463,27438,420.23,430.2,c,9.97,11.2,6463;7496;7728;27438;,420.2;424.6;427.9;430.2;
374,7496,6463,420.23,424.4,c,4.17,5.5,7496;6463;,420.2;424.4;
375,7496,7728,420.23,422.4,c,2.17,2.8,7496;7728;,420.2;422.4;
376,6463,7496,420.24,424.6,c,4.36,5.5,6463;7496;,420.2;424.6;
377,27438,26123,420.24,424.8,c,4.56,6,27438;26123;,420.2;424.8;
378,26123,27438,420.24,424.9,c,4.66,6,26123;27438;,420.2;424.9;
379,27438,7728,420.24,422.4,c,2.16,2.9,27438;7728;,420.2;422.4;
380,7728,27438,420.24,422.4,c,2.16,2.9,7728;27438;,420.2;422.4;
381,27438,6463,420.24,428.9,c,8.66,11.2,27438;7728;7496;6463;,420.2;422.4;424.5;428.9;
382,7728,7496,420.24,422.4,c,2.16,2.8,7728;7496;,420.2;422.4;
383,6463,7496,420.24,424.6,c,4.36,5.5,6463;7496;,420.2;424.6;
384,7496,7728,420.24,422.4,c,2.16,2.8,7496;7728;,420.2;422.4;
385,7496,6463,420.24,424.4,c,4.16,5.5,7496;6463;,420.2;424.4;
386,26123,27438,420.24,424.9,c,4.66,6,26123;27438;,420.2;424.9;
387,7496,27438,420.24,424.7,c,4.46,5.7,7496;7728;27438;,420.2;422.3;424.7;
388,6463,7496,420.24,424.6,c,4.36,5.5,6463;7496;,420.2;424.6;
389,27438,7496,420.24,424.6,c,4.36,5.7,27438;7728;7496;,420.2;422.4;424.6;
390,26123,7496,420.24,429.6,c,9.36,11.7,26123;27438;7728;7496;,420.2;424.9;427.4;429.6;
391,7496,7728,420.24,422.4,c,2.16,2.8,7496;7728;,420.2;422.4;
392,27438,7728,420.25,422.5,c,2.25,2.9,27438;7728;,420.2;422.5;
393,6463,7496,420.25,424.6,c,4.35,5.5,6463;7496;,420.2;424.6;
394,6463,26123,420.25,434.8,c,14.55,17.2,6463;7496;7728;27438;26123;,420.2;424.6;427.9;430.2;434.8;
395,26123,7728,420.25,427.4,c,7.15,8.9,26123;27438;7728;,420.2;424.9;427.4;
396,26123,27438,420.25,424.9,c,4.65,6,26123;27438;,420.2;424.9;
397,6463,7496,420.25,424.6,c,4.35,5.5,6463;7496;,420.2;424.6;
398,7728,7496,420.25,422.4,c,2.15,2.8,7728;7496;,420.2;422.4;
399,7496,6463,420.25,424.4,c,4.15,5.5,7496;6463;,420.2;424.4;
400,7496,7728,420.25,422.4,c,2.15,2.8,7496;7728;,420.2;422.4;
401,26123,6463,420.25,433.9,c,13.65,17.2,26123;27438;7728;7496;6463;,420.2;424.9;427.4;429.5;433.9;
402,27438,26123,420.25,424.8,c,4.55,6,27438;26123;,420.2;424.8;
403,6463,7728,420.25,427.9,c,7.65,8.3,6463;7496;7728;,420.2;424.6;427.9;
404,27438,7728,420.25,422.5,c,2.25,2.9,27438;7728;,420.2;422.5;
405,6463,7496,420.25,424.6,c,4.35,5.5,6463;7496;,420.2;424.6;
406,6463,27438,420.25,430.2,c,9.95,11.2,6463;7496;7728;27438;,420.2;424.6;427.9;430.2;
407,26123,27438,420.25,424.9,c,4.65,6,26123;27438;,420.2;424.9;
408,26123,7496,420.26,429.6,c,9.34,11.7,26123;27438;7728;7496;,420.2;424.9;427.4;429.6;
409,27438,7496,420.26,424.7,c,4.44,5.7,27438;7728;7496;,420.2;422.4;424.7;
410,7496,7728,420.26,422.4,c,2.14,2.8,7496;7728;,420.2;422.4;
411,7728,27438,420.26,422.5,c,2.24,2.9,7728;27438;,420.2;422.5;
412,7496,27438,420.26,424.7,c,4.44,5.7,7496;7728;27438;,420.2;422.4;424.7;
413,7496,26123,420.26,429.3,c,9.04,11.7,7496;7728;27438;26123;,420.2;422.4;424.7;429.3;
414,6463,7496,420.26,424.6,c,4.34,5.5,6463;7496;,420.2;424.6;
415,7496,6463,420.26,424.4,c,4.14,5.5,7496;6463;,420.2;424.4;
416,26123,27438,420.26,424.9,c,4.64,6,26123;27438;,420.2;424.9;
417,6463,7496,420.26,424.6,c,4.34,5.5,6463;7496;,420.2;424.6;
418,27438,7728,420.26,422.5,c,2.24,2.9,27438;7728;,420.2;422.5;
419,7496,7728,420.26,422.4,c,2.14,2.8,7496;7728;,420.2;422.4;
420,7728,7496,420.26,422.4,c,2.14,2.8,7728;7496;,420.2;422.4;
421,26123,7728,420.26,427.4,c,7.14,8.9,26123;27438;7728;,420.2;424.9;427.4;
422,6463,7496,420.26,424.6,c,4.34,5.5,6463;7496;,420.2;424.6;
423,27438,26123,420.27,424.8,c,4.53,6,27438;26123;,420.2;424.8;
424,26123,27438,420.27,424.9,c,4.63,6,26123;27438;,420.2;424.9;
425,7496,7728,420.27,422.4,c,2.13,2.8,7496;7728;,420.2;422.4;
426,6463,7496,420.27,424.6,c,4.33,5.5,6463;7496;,420.2;424.6;
427,26123,7496,420.27,429.6,c,9.33,11.7,26123;27438;7728;7496;,420.2;424.9;427.4;429.6;
428,7728,26123,420.27,427.1,c,6.83,8.9,7728;27438;26123;,420.2;422.4;427.1;
429,7496,6463,420.27,424.4,c,4.13,5.5,7496;6463;,420.2;424.4;
430,27438,7496,420.27,424.7,c,4.43,5.7,27438;7728;7496;,420.2;422.4;424.7;
431,27438,7728,420.27,422.5,c,2.23,2.9,27438;7728;,420.2;422.5;
432,7496,27438,420.27,424.8,c,4.53,5.7,7496;7728;27438;,420.2;422.5;424.8;
433,6463,7496,420.27,424.6,c,4.33,5.5,6463;7496;,420.2;424.6;
434,6463,7728,420.27,427.9,c,7.63,8.3,6463;7496;7728;,420.2;424.6;427.9;
435,26123,27438,420.27,424.9,c,4.63,6,26123;27438;,420.2;424.9;
436,7496,7728,420.27,422.5,c,2.23,2.8,7496;7728;,420.2;422.5;
437,7728,7496,420.27,422.4,c,2.13,2.8,7728;7496;,420.2;422.4;
438,6463,7496,420.27,424.6,c,4.33,5.5,6463;7496;,420.2;424.6;
439,7728,27438,420.27,422.5,c,2.23,2.9,7728;27438;,420.2;422.5;
440,6463,27438,420.27,430.2,c,9.93,11.2,6463;7496;7728;27438;,420.2;424.6;427.9;430.2;
441,7496,6463,420.28,424.4,c,4.12,5.5,7496;6463;,420.2;424.4;
442,27438,7728,420.28,422.5,c,2.22,2.9,27438;7728;,420.2;422.5;
443,6463,7496,420.28,424.6,c,4.32,5.5,6463;7496;,420.2;424.6;
444,7496,7728,420.28,422.5,c,2.22,2.8,7496;7728;,420.2;422.5;
445,26123,27438,420.28,424.9,c,4.62,6,26123;27438;,420.2;424.9;
446,6463,26123,420.28,434.8,c,14.52,17.2,6463;7496;7728;27438;26123;,420.2;424.6;427.9;430.2;434.8;
447,26123,7728,420.28,427.4,c,7.12,8.9,26123;27438;7728;,420.2;424.9;427.4;
448,26123,6463,420.28,433.9,c,13.62,17.2,26123;27438;7728;7496;6463;,420.2;424.9;427.4;429.5;433.9;
449,26123,7496,420.28,429.6,c,9.32,11.7,26123;27438;7728;7496;,420.2;424.9;427.4;429.6;
450,27438,7496,420.28,424.7,c,4.42,5.7,27438;7728;7496;,420.2;422.5;424.7;
451,27438,26123,420.28,424.8,c,4.52,6,27438;26123;,420.2;424.8;
452,6463,7496,420.28,424.6,c,4.32,5.5,6463;7496;,420.2;424.6;
453,7496,27438,420.28,424.8,c,4.52,5.7,7496;7728;27438;,420.2;422.5;424.8;
454,7496,7728,420.28,422.5,c,2.22,2.8,7496;7728;,420.2;422.5;
455,26123,27438,420.28,424.9,c,4.62,6,26123;27438;,420.2;424.9;
456,7728,7496,420.28,422.4,c,2.12,2.8,7728;7496;,420.2;422.4;
457,6463,7496,420.28,424.6,c,4.32,5.5,6463;7496;,420.2;424.6;
458,7496,6463,420.28,424.4,c,4.12,5.5,7496;6463;,420.2;424.4;
459,27438,7728,420.28,422.5,c,2.22,2.9,27438;7728;,420.2;422.5;
460,27438,6463,420.29,428.9,c,8.61,11.2,27438;7728;7496;6463;,420.2;422.5;424.7;428.9;
461,6463,7496,420.29,424.6,c,4.31,5.5,6463;7496;,420.2;424.6;
462,7496,7728,420.29,422.5,c,2.21,2.8,7496;7728;,420.2;422.5;
463,7496,26123,420.29,429.4,c,9.11,11.7,7496;7728;27438;26123;,420.2;422.5;424.8;429.4;
464,26123,27438,420.29,424.9,c,4.61,6,26123;27438;,420.2;424.9;
465,6463,7728,420.29,427.9,c,7.61,8.3,6463;7496;7728;,420.2;424.6;427.9;
466,26123,7496,420.29,429.7,c,9.41,11.7,26123;27438;7728;7496;,420.2;425.0;427.5;429.7;
467,6463,7496,420.29,424.7,c,4.41,5.5,6463;7496;,420.2;424.7;
468,27438,7496,420.29,424.7,c,4.41,5.7,27438;7728;7496;,420.2;422.5;424.7;
469,7728,27438,420.29,422.5,c,2.21,2.9,7728;27438;,420.2;422.5;
470,27438,7728,420.29,422.5,c,2.21,2.9,27438;7728;,420.2;422.5;
471,7496,6463,420.29,424.4,c,4.11,5.5,7496;6463;,420.2;424.4;
472,26123,7728,420.29,427.5,c,7.21,8.9,26123;27438;7728;,420.2;425.0;427.5;
473,7496,7728,420.29,422.5,c,2.21,2.8,7496;7728;,420.2;422.5;
474,6463,7496,420.29,424.7,c,4.41,5.5,6463;7496;,420.2;424.7;
475,27438,26123,420.29,424.8,c,4.51,6,27438;26123;,420.2;424.8;
476,26123,27438,420.3,425,c,4.7,6,26123;27438;,420.2;425.0;
477,7728,7496,420.3,422.4,c,2.1,2.8,7728;7496;,420.2;422.4;
478,7496,27438,420.3,424.8,c,4.5,5.7,7496;7728;27438;,420.2;422.4;424.8;
479,6463,27438,420.3,430.4,c,10.1,11.2,6463;7496;7728;27438;,420.2;424.7;428.1;430.4;
480,6463,7496,420.3,424.7,c,4.4,5.5,6463;7496;,420.2;424.7;
481,7496,7728,420.3,422.5,c,2.2,2.8,7496;7728;,420.2;422.5;
482,27438,7728,420.3,422.5,c,2.2,2.9,27438;7728;,420.3;422.5;
483,7728,6463,420.3,426.6,c,6.3,8.3,7728;7496;6463;,420.3;422.4;426.6;
484,26123,27438,420.3,425,c,4.7,6,26123;27438;,420.3;425.0;
485,6463,7496,420.3,424.7,c,4.4,5.5,6463;7496;,420.3;424.7;
486,7496,6463,420.3,424.5,c,4.2,5.5,7496;6463;,420.3;424.5;
487,26123,7496,420.3,429.7,c,9.4,11.7,26123;27438;7728;7496;,420.3;425.0;427.5;429.7;
488,27438,7496,420.3,424.7,c,4.4,5.7,27438;7728;7496;,420.3;422.5;424.7;
489,7496,7728,420.3,422.5,c,2.2,2.8,7496;7728;,420.3;422.5;
490,6463,7496,420.31,424.7,c,4.39,5.5,6463;7496;,420.3;424.7;
491,26123,6463,420.31,433.9,c,13.59,17.2,26123;27438;7728;7496;6463;,420.3;425.0;427.5;429.6;433.9;
492,7728,7496,420.31,422.4,c,2.09,2.8,7728;7496;,420.3;422.4;
493,26123,27438,420.31,425,c,4.69,6,26123;27438;,420.3;425.0;
494,27438,7728,420.31,422.5,c,2.19,2.9,27438;7728;,420.3;422.5;
495,6463,7496,420.31,424.7,c,4.39,5.5,6463;7496;,420.3;424.7;
496,6463,26123,420.31,435,c,14.69,17.2,6463;7496;7728;27438;26123;,420.3;424.7;428.1;430.4;435.0;
497,26123,7728,420.31,427.5,c,7.19,8.9,26123;27438;7728;,420.3;425.0;427.5;
