link_id,from_node_id,to_node_id,time_period,speed,density,volume,volume_per_lane,travel time
3,2,3,0845_0850,65,24.04615385,521,130.25,0.016769231
3,2,3,0850_0855,63.75,26.82352941,570,142.5,0.017098039
3,2,3,0855_0900,64.75,21.54440154,465,116.25,0.016833977
3,2,3,0900_0905,64.5,22.65116279,487,121.75,0.016899225
3,2,3,0905_0910,64,24.328125,519,129.75,0.01703125
3,2,3,0910_0915,63.5,24.28346457,514,128.5,0.017165354
3,2,3,0915_0920,63.75,24.18823529,514,128.5,0.017098039
3,2,3,0920_0925,65.25,23.03448276,501,125.25,0.016704981
3,2,3,0925_0930,65.75,22.08365019,484,121,0.016577947
3,2,3,0930_0935,65.5,21.84732824,477,119.25,0.016641221
3,2,3,0935_0940,64.5,24.09302326,518,129.5,0.016899225
3,2,3,0940_0945,65,23.90769231,518,129.5,0.016769231
3,2,3,0945_0950,64.25,24.23346304,519,129.75,0.016964981
3,2,3,0950_0955,65.5,22.25954198,486,121.5,0.016641221
3,2,3,0955_1000,66.75,20.04494382,446,111.5,0.016329588
3,2,3,1000_1005,67,18.85074627,421,105.25,0.016268657
3,2,3,1005_1010,67.5,18.8,423,105.75,0.016148148
3,2,3,1010_1015,64.5,24,516,129,0.016899225
3,2,3,1015_1020,66.5,21.51879699,477,119.25,0.016390977
3,2,3,1020_1025,67,20.59701493,460,115,0.016268657
3,2,3,1025_1030,65.5,20.5648855,449,112.25,0.016641221
3,2,3,1030_1035,66.5,21.11278195,468,117,0.016390977
3,2,3,1035_1040,65,23.53846154,510,127.5,0.016769231
3,2,3,1040_1045,66.25,21.41886792,473,118.25,0.01645283
3,2,3,1045_1050,64.25,21.85214008,468,117,0.016964981
3,2,3,1050_1055,61.25,25.56734694,522,130.5,0.017795918
3,2,3,1055_1100,61.25,24.04897959,491,122.75,0.017795918
3,2,3,1100_1105,61,24.14754098,491,122.75,0.017868852
3,2,3,1105_1110,61.25,23.85306122,487,121.75,0.017795918
3,2,3,1110_1115,65.75,21.39923954,469,117.25,0.016577947
3,2,3,1115_1120,64,23.8125,508,127,0.01703125
3,2,3,1120_1125,64,24.46875,522,130.5,0.01703125
3,2,3,1125_1130,65.25,21.37931034,465,116.25,0.016704981
3,2,3,1130_1135,65.5,21.29770992,465,116.25,0.016641221
3,2,3,1135_1140,64.25,21.9922179,471,117.75,0.016964981
3,2,3,1140_1145,65,22.47692308,487,121.75,0.016769231
3,2,3,1145_1150,64.25,21.43190661,459,114.75,0.016964981
3,2,3,1150_1155,65,23.67692308,513,128.25,0.016769231
3,2,3,1155_1200,65.25,21.51724138,468,117,0.016704981
3,2,3,1200_1205,66.5,19.39849624,430,107.5,0.016390977
3,2,3,1205_1210,61.5,23.65853659,485,121.25,0.017723577
3,2,3,1210_1215,27.5,41.78181818,383,95.75,0.039636364
3,2,3,1215_1220,36.75,36.73469388,450,112.5,0.029659864
3,2,3,1220_1225,32.5,39.96923077,433,108.25,0.033538462
3,2,3,1225_1230,32.5,36.36923077,394,98.5,0.033538462
3,2,3,1230_1235,55.5,22.27027027,412,103,0.01963964
3,2,3,1235_1240,55.5,25.78378378,477,119.25,0.01963964
3,2,3,1240_1245,51.5,28.7184466,493,123.25,0.021165049
3,2,3,1245_1250,61,26.50819672,539,134.75,0.017868852
3,2,3,1250_1255,52.75,26.72985782,470,117.5,0.020663507
3,2,3,1255_1300,23.25,48.25806452,374,93.5,0.04688172
3,2,3,1300_1305,12.25,63.42857143,259,64.75,0.088979592
3,2,3,1305_1310,7.25,84.82758621,205,51.25,0.150344828
3,2,3,1310_1315,13.75,66.10909091,303,75.75,0.079272727
3,2,3,1315_1320,11.5,70.69565217,271,67.75,0.094782609
3,2,3,1320_1325,9.75,80,260,65,0.111794872
3,2,3,1325_1330,11.25,81.06666667,304,76,0.096888889
3,2,3,1330_1335,9.5,89.36842105,283,70.75,0.114736842
3,2,3,1335_1340,10.75,80.93023256,290,72.5,0.101395349
3,2,3,1340_1345,13,77.53846154,336,84,0.083846154
3,2,3,1345_1350,12.25,80.57142857,329,82.25,0.088979592
3,2,3,1350_1355,15,69.6,348,87,0.072666667
3,2,3,1355_1400,15.25,74.75409836,380,95,0.07147541
3,2,3,1400_1405,20.5,55.75609756,381,95.25,0.053170732
3,2,3,1405_1410,35,40.8,476,119,0.031142857
3,2,3,1410_1415,44.25,33.3559322,492,123,0.024632768
3,2,3,1415_1420,48,34.125,546,136.5,0.022708333
3,2,3,1420_1425,34.25,48.96350365,559,139.75,0.031824818
3,2,3,1425_1430,35.25,42.80851064,503,125.75,0.030921986
3,2,3,1430_1435,33.25,48.09022556,533,133.25,0.032781955
3,2,3,1435_1440,23.5,54.76595745,429,107.25,0.046382979
3,2,3,1440_1445,19.5,62.92307692,409,102.25,0.055897436
3,2,3,1445_1450,32.75,45.4351145,496,124,0.033282443
3,2,3,1450_1455,25,57.36,478,119.5,0.0436
3,2,3,1455_1500,16.75,72.89552239,407,101.75,0.065074627
3,2,3,1500_1505,20,67.05,447,111.75,0.0545
3,2,3,1505_1510,21.25,60.56470588,429,107.25,0.051294118
3,2,3,1510_1515,25.25,52.63366337,443,110.75,0.043168317
3,2,3,1515_1520,20,62.25,415,103.75,0.0545
3,2,3,1520_1525,19,58.57894737,371,92.75,0.057368421
3,2,3,1525_1530,21,59.85714286,419,104.75,0.051904762
3,2,3,1530_1535,17,67.05882353,380,95,0.064117647
3,2,3,1535_1540,18.25,56.05479452,341,85.25,0.059726027
3,2,3,1540_1545,11.5,75.13043478,288,72,0.094782609
3,2,3,1545_1550,6.75,100,225,56.25,0.161481481
3,2,3,1550_1555,8.5,80.11764706,227,56.75,0.128235294
3,2,3,1555_1600,11.75,79.40425532,311,77.75,0.092765957
3,2,3,1600_1605,10.25,85.46341463,292,73,0.106341463
3,2,3,1605_1610,7.5,100.4,251,62.75,0.145333333
3,2,3,1610_1615,10.25,91.90243902,314,78.5,0.106341463
3,2,3,1615_1620,7,94.71428571,221,55.25,0.155714286
3,2,3,1620_1625,10,80.7,269,67.25,0.109
3,2,3,1625_1630,9.25,83.35135135,257,64.25,0.117837838
3,2,3,1630_1635,6,102,204,51,0.181666667
3,2,3,1635_1640,4.25,114.3529412,162,40.5,0.256470588
3,2,3,1640_1645,6,109,218,54.5,0.181666667
3,2,3,1645_1650,9,83,249,62.25,0.121111111
3,2,3,1650_1655,8.5,91.41176471,259,64.75,0.128235294
3,2,3,1655_1700,10,81.3,271,67.75,0.109
3,2,3,1700_1705,9.5,79.57894737,252,63,0.114736842
3,2,3,1705_1710,6.25,106.56,222,55.5,0.1744
3,2,3,1710_1715,7.75,89.80645161,232,58,0.140645161
3,2,3,1715_1720,5.75,106.9565217,205,51.25,0.189565217
3,2,3,1720_1725,5.25,103.4285714,181,45.25,0.207619048
3,2,3,1725_1730,5.25,97.14285714,170,42.5,0.207619048
3,2,3,1730_1735,5.5,106.3636364,195,48.75,0.198181818
3,2,3,1735_1740,6.5,107.0769231,232,58,0.167692308
3,2,3,1740_1745,11,73.63636364,270,67.5,0.099090909
3,2,3,1745_1750,6.5,96,208,52,0.167692308
3,2,3,1750_1755,7.25,92.27586207,223,55.75,0.150344828
3,2,3,1755_1800,13.75,66.10909091,303,75.75,0.079272727
3,2,3,1800_1805,14.25,61.68421053,293,73.25,0.076491228
3,2,3,1805_1810,10.5,66,231,57.75,0.103809524
3,2,3,1810_1815,3.75,104.8,131,32.75,0.290666667
3,2,3,1815_1820,18,53.33333333,320,80,0.060555556
3,2,3,1820_1825,11,69,253,63.25,0.099090909
3,2,3,1825_1830,14.75,69.76271186,343,85.75,0.073898305
3,2,3,1830_1835,19.75,51.03797468,336,84,0.055189873
3,2,3,1835_1840,15.75,64.38095238,338,84.5,0.069206349
3,2,3,1840_1845,20.25,58.51851852,395,98.75,0.05382716
3,2,3,1845_1850,18.75,60.96,381,95.25,0.058133333
3,2,3,1850_1855,18.75,60.48,378,94.5,0.058133333
3,2,3,1855_1900,20,59.55,397,99.25,0.0545
3,2,3,1900_1905,34.75,38.24460432,443,110.75,0.031366906
3,2,3,1905_1910,63.25,16.41106719,346,86.5,0.017233202
3,2,3,1910_1915,64.75,17.6988417,382,95.5,0.016833977
3,2,3,1915_1920,62.5,20.4,425,106.25,0.01744
3,2,3,1920_1925,63.75,18.58823529,395,98.75,0.017098039
3,2,3,1925_1930,65.25,18.48275862,402,100.5,0.016704981
3,2,3,1930_1935,64.25,19.56420233,419,104.75,0.016964981
3,2,3,1935_1940,64.75,16.81853282,363,90.75,0.016833977
3,2,3,1940_1945,65.25,17.56321839,382,95.5,0.016704981
3,2,3,1945_1950,66.25,15.98490566,353,88.25,0.01645283
3,2,3,1950_1955,65.75,14.96577947,328,82,0.016577947
3,2,3,1955_2000,65.25,15.31034483,333,83.25,0.016704981
3,2,3,2000_2005,66.5,14.16541353,314,78.5,0.016390977
3,2,3,2005_2010,66.25,15.1245283,334,83.5,0.01645283
3,2,3,2010_2015,65.75,16.01520913,351,87.75,0.016577947
3,2,3,2015_2020,66,16.13636364,355,88.75,0.016515152
3,2,3,2020_2025,65.25,16.09195402,350,87.5,0.016704981
3,2,3,2025_2030,66.5,15.20300752,337,84.25,0.016390977
3,2,3,2030_2035,65.75,15.14828897,332,83,0.016577947
3,2,3,2035_2040,65.75,14.96577947,328,82,0.016577947
3,2,3,2040_2045,65.5,14.79389313,323,80.75,0.016641221
3,2,3,2045_2050,65.5,13.8778626,303,75.75,0.016641221
3,2,3,2050_2055,66.25,14.76226415,326,81.5,0.01645283
3,2,3,2055_2100,66.25,13.35849057,295,73.75,0.01645283
3,2,3,2100_2105,65.5,13.28244275,290,72.5,0.016641221
3,2,3,2105_2110,65.75,14.55513308,319,79.75,0.016577947
3,2,3,2110_2115,66.5,13.98496241,310,77.5,0.016390977
3,2,3,2115_2120,65.25,17.10344828,372,93,0.016704981
3,2,3,2120_2125,64.25,15.40856031,330,82.5,0.016964981
3,2,3,2125_2130,65.25,14.06896552,306,76.5,0.016704981
3,2,3,2130_2135,67,12.53731343,280,70,0.016268657
3,2,3,2135_2140,64.75,14.54826255,314,78.5,0.016833977
3,2,3,2140_2145,66,13.36363636,294,73.5,0.016515152
3,2,3,2145_2150,66,12.86363636,283,70.75,0.016515152
3,2,3,2150_2155,65.5,13.8778626,303,75.75,0.016641221
3,2,3,2155_2200,66,14.13636364,311,77.75,0.016515152
3,2,3,2200_2205,66.25,12.54339623,277,69.25,0.01645283
3,2,3,2205_2210,65,13.89230769,301,75.25,0.016769231
3,2,3,2210_2215,65,15.46153846,335,83.75,0.016769231
3,2,3,2215_2220,62.75,14.91633466,312,78,0.017370518
3,2,3,2220_2225,61,12.68852459,258,64.5,0.017868852
3,2,3,2225_2230,63.5,11.52755906,244,61,0.017165354
3,2,3,2230_2235,61.75,11.36842105,234,58.5,0.017651822
3,2,3,2235_2240,64.5,10,215,53.75,0.016899225
3,2,3,2240_2245,64.75,11.02702703,238,59.5,0.016833977
3,2,3,2245_2250,65.5,9.34351145,204,51,0.016641221
3,2,3,2250_2255,64.75,10.14671815,219,54.75,0.016833977
3,2,3,2255_2300,65.5,9.664122137,211,52.75,0.016641221
3,2,3,2300_2305,65,9.092307692,197,49.25,0.016769231
3,2,3,2305_2310,66,9.181818182,202,50.5,0.016515152
3,2,3,2310_2315,64.75,11.25868726,243,60.75,0.016833977
3,2,3,2315_2320,64.5,10.13953488,218,54.5,0.016899225
3,2,3,2320_2325,64.25,8.918287938,191,47.75,0.016964981
3,2,3,2325_2330,64,10.359375,221,55.25,0.01703125
3,2,3,2330_2335,65,7.8,169,42.25,0.016769231
3,2,3,2335_2340,65.5,8.106870229,177,44.25,0.016641221
3,2,3,2340_2345,65.75,8.076045627,177,44.25,0.016577947
3,2,3,2345_2350,66.75,7.191011236,160,40,0.016329588
3,2,3,2350_2355,68,5.955882353,135,33.75,0.016029412
3,2,3,2355_2400,67,6.268656716,140,35,0.016268657
5,3,4,0000_0005,61.5,6.780487805,139,34.75,0.016910569
5,3,4,0005_0010,63,5.619047619,118,29.5,0.016507937
5,3,4,0010_0015,64.5,7.441860465,160,40,0.016124031
5,3,4,0015_0020,62.5,6.528,136,34,0.01664
5,3,4,0020_0025,64,6,128,32,0.01625
5,3,4,0025_0030,63,6.857142857,144,36,0.016507937
5,3,4,0030_0035,65,5.030769231,109,27.25,0.016
5,3,4,0035_0040,63.75,6.4,136,34,0.016313725
5,3,4,0040_0045,65,4.938461538,107,26.75,0.016
5,3,4,0045_0050,62.5,7.056,147,36.75,0.01664
5,3,4,0050_0055,59.75,5.372384937,107,26.75,0.017405858
5,3,4,0055_0100,62,4.016129032,83,20.75,0.016774194
5,3,4,0100_0105,64.5,6.186046512,133,33.25,0.016124031
5,3,4,0105_0110,61.5,4.926829268,101,25.25,0.016910569
5,3,4,0110_0115,63.5,4.535433071,96,24,0.016377953
5,3,4,0115_0120,63.25,4.458498024,94,23.5,0.016442688
5,3,4,0120_0125,63,5.238095238,110,27.5,0.016507937
5,3,4,0125_0130,62.5,4.992,104,26,0.01664
5,3,4,0130_0135,63.25,4.173913043,88,22,0.016442688
5,3,4,0135_0140,64,4.546875,97,24.25,0.01625
5,3,4,0140_0145,62.25,4.048192771,84,21,0.016706827
5,3,4,0145_0150,62.75,4.15936255,87,21.75,0.016573705
5,3,4,0150_0155,61.5,4.097560976,84,21,0.016910569
5,3,4,0155_0200,62.25,3.469879518,72,18,0.016706827
5,3,4,0200_0205,64,4.3125,92,23,0.01625
5,3,4,0205_0210,65.75,3.376425856,74,18.5,0.01581749
5,3,4,0210_0215,65.75,3.741444867,82,20.5,0.01581749
5,3,4,0215_0220,62.75,3.87250996,81,20.25,0.016573705
5,3,4,0220_0225,65.75,3.467680608,76,19,0.01581749
5,3,4,0225_0230,63.25,3.320158103,70,17.5,0.016442688
5,3,4,0230_0235,61.5,3.609756098,74,18.5,0.016910569
5,3,4,0235_0240,61.25,4.751020408,97,24.25,0.016979592
5,3,4,0240_0245,62.25,4.819277108,100,25,0.016706827
5,3,4,0245_0250,62,4.258064516,88,22,0.016774194
5,3,4,0250_0255,63,3.571428571,75,18.75,0.016507937
5,3,4,0255_0300,64.5,3.209302326,69,17.25,0.016124031
5,3,4,0300_0305,64.75,4.401544402,95,23.75,0.016061776
5,3,4,0305_0310,66.5,3.789473684,84,21,0.015639098
5,3,4,0310_0315,65.5,4.122137405,90,22.5,0.015877863
5,3,4,0315_0320,63.5,3.070866142,65,16.25,0.016377953
5,3,4,0320_0325,64,4.6875,100,25,0.01625
5,3,4,0325_0330,62.25,4.240963855,88,22,0.016706827
5,3,4,0330_0335,65,4.615384615,100,25,0.016
5,3,4,0335_0340,65.75,3.878326996,85,21.25,0.01581749
5,3,4,0340_0345,65,4.938461538,107,26.75,0.016
5,3,4,0345_0350,65.25,5.24137931,114,28.5,0.015938697
5,3,4,0350_0355,64.75,3.891891892,84,21,0.016061776
5,3,4,0355_0400,65,4.523076923,98,24.5,0.016
5,3,4,0400_0405,64.5,3.813953488,82,20.5,0.016124031
5,3,4,0405_0410,62,4.016129032,83,20.75,0.016774194
5,3,4,0410_0415,64.75,4.911196911,106,26.5,0.016061776
5,3,4,0415_0420,64,4.359375,93,23.25,0.01625
5,3,4,0420_0425,63.5,6.330708661,134,33.5,0.016377953
5,3,4,0425_0430,65,6.461538462,140,35,0.016
5,3,4,0430_0435,66,6.590909091,145,36.25,0.015757576
5,3,4,0435_0440,66,7.5,165,41.25,0.015757576
5,3,4,0440_0445,66.5,9.067669173,201,50.25,0.015639098
5,3,4,0445_0450,65.25,8.275862069,180,45,0.015938697
5,3,4,0450_0455,66,8.590909091,189,47.25,0.015757576
5,3,4,0455_0500,66.5,7.443609023,165,41.25,0.015639098
5,3,4,0500_0505,65,7.615384615,165,41.25,0.016
5,3,4,0505_0510,66.25,8.01509434,177,44.25,0.015698113
5,3,4,0510_0515,64.75,9.127413127,197,49.25,0.016061776
5,3,4,0515_0520,65,9.969230769,216,54,0.016
5,3,4,0520_0525,65.75,10.67680608,234,58.5,0.01581749
5,3,4,0525_0530,65.5,12.09160305,264,66,0.015877863
5,3,4,0530_0535,67.75,10.53874539,238,59.5,0.015350554
5,3,4,0535_0540,66.5,13.17293233,292,73,0.015639098
5,3,4,0540_0545,66.25,17.38867925,384,96,0.015698113
5,3,4,0545_0550,65.25,16.55172414,360,90,0.015938697
5,3,4,0550_0555,65.5,11.54198473,252,63,0.015877863
5,3,4,0555_0600,63.5,20.64566929,437,109.25,0.016377953
5,3,4,0600_0605,63.25,15.36758893,324,81,0.016442688
5,3,4,0605_0610,61.75,17.39271255,358,89.5,0.016842105
5,3,4,0610_0615,61.75,20.50202429,422,105.5,0.016842105
5,3,4,0615_0620,62.25,19.03614458,395,98.75,0.016706827
5,3,4,0620_0625,62.25,21.4939759,446,111.5,0.016706827
5,3,4,0625_0630,64.75,21.12741313,456,114,0.016061776
5,3,4,0630_0635,64.75,23.16602317,500,125,0.016061776
5,3,4,0635_0640,64,23.4375,500,125,0.01625
5,3,4,0640_0645,63,24.66666667,518,129.5,0.016507937
5,3,4,0645_0650,59,26.08474576,513,128.25,0.017627119
5,3,4,0650_0655,62.5,22.128,461,115.25,0.01664
5,3,4,0655_0700,63,22.76190476,478,119.5,0.016507937
5,3,4,0700_0705,62.25,20.14457831,418,104.5,0.016706827
5,3,4,0705_0710,62,20.66129032,427,106.75,0.016774194
5,3,4,0710_0715,63,20.9047619,439,109.75,0.016507937
5,3,4,0715_0720,64,20.859375,445,111.25,0.01625
5,3,4,0720_0725,63.5,22.72440945,481,120.25,0.016377953
5,3,4,0725_0730,65.5,20.7480916,453,113.25,0.015877863
5,3,4,0730_0735,63,22.33333333,469,117.25,0.016507937
5,3,4,0735_0740,61,25.18032787,512,128,0.01704918
5,3,4,0740_0745,65,21.36923077,463,115.75,0.016
5,3,4,0745_0750,65.25,22.62068966,492,123,0.015938697
5,3,4,0750_0755,63.25,23.47826087,495,123.75,0.016442688
5,3,4,0755_0800,64,21.46875,458,114.5,0.01625
5,3,4,0800_0805,64.5,21.20930233,456,114,0.016124031
5,3,4,0805_0810,65.75,18.02281369,395,98.75,0.01581749
5,3,4,0810_0815,64.75,17.93050193,387,96.75,0.016061776
5,3,4,0815_0820,65.75,19.30038023,423,105.75,0.01581749
5,3,4,0820_0825,65.5,19.74045802,431,107.75,0.015877863
5,3,4,0825_0830,65.75,19.02661597,417,104.25,0.01581749
5,3,4,0830_0835,66.25,17.47924528,386,96.5,0.015698113
5,3,4,0835_0840,64.5,20.46511628,440,110,0.016124031
5,3,4,0840_0845,64.75,20.8030888,449,112.25,0.016061776
5,3,4,0845_0850,63.5,20.88188976,442,110.5,0.016377953
5,3,4,0850_0855,63.5,21.82677165,462,115.5,0.016377953
5,3,4,0855_0900,65.25,17.93103448,390,97.5,0.015938697
5,3,4,0900_0905,65.5,18,393,98.25,0.015877863
5,3,4,0905_0910,66,20.09090909,442,110.5,0.015757576
5,3,4,0910_0915,64,20.90625,446,111.5,0.01625
5,3,4,0915_0920,64,20.71875,442,110.5,0.01625
5,3,4,0920_0925,64.5,21.76744186,468,117,0.016124031
5,3,4,0925_0930,66.25,19.33584906,427,106.75,0.015698113
5,3,4,0930_0935,66.5,18.94736842,420,105,0.015639098
5,3,4,0935_0940,65,20.58461538,446,111.5,0.016
5,3,4,0940_0945,65.5,20.42748092,446,111.5,0.015877863
5,3,4,0945_0950,64.25,19.79766537,424,106,0.01618677
5,3,4,0950_0955,64.75,20.75675676,448,112,0.016061776
5,3,4,0955_1000,65.5,18,393,98.25,0.015877863
5,3,4,1000_1005,64.25,17.13618677,367,91.75,0.01618677
5,3,4,1005_1010,65.25,19.03448276,414,103.5,0.015938697
5,3,4,1010_1015,65,19.2,416,104,0.016
5,3,4,1015_1020,64.75,21.86872587,472,118,0.016061776
5,3,4,1020_1025,65.25,20.04597701,436,109,0.015938697
5,3,4,1025_1030,65.5,19.46564885,425,106.25,0.015877863
5,3,4,1030_1035,64.75,19.08880309,412,103,0.016061776
5,3,4,1035_1040,63.75,20.65882353,439,109.75,0.016313725
5,3,4,1040_1045,64,21.515625,459,114.75,0.01625
5,3,4,1045_1050,62.75,19.84063745,415,103.75,0.016573705
5,3,4,1050_1055,63.75,21.08235294,448,112,0.016313725
5,3,4,1055_1100,54.75,24.16438356,441,110.25,0.018995434
5,3,4,1100_1105,57.75,21.66233766,417,104.25,0.018008658
5,3,4,1105_1110,54.5,22.8440367,415,103.75,0.019082569
5,3,4,1110_1115,55,23.4,429,107.25,0.018909091
5,3,4,1115_1120,57.75,23.32467532,449,112.25,0.018008658
5,3,4,1120_1125,62.25,21.8313253,453,113.25,0.016706827
5,3,4,1125_1130,59.5,20.11764706,399,99.75,0.017478992
5,3,4,1130_1135,49.75,22.31155779,370,92.5,0.020904523
5,3,4,1135_1140,46,24.7826087,380,95,0.022608696
5,3,4,1140_1145,42.25,27.55029586,388,97,0.024615385
5,3,4,1145_1150,40.75,26.57668712,361,90.25,0.025521472
5,3,4,1150_1155,39,29.46153846,383,95.75,0.026666667
5,3,4,1155_1200,35.5,34.47887324,408,102,0.029295775
5,3,4,1200_1205,33.75,27.11111111,305,76.25,0.030814815
5,3,4,1205_1210,21.75,44.13793103,320,80,0.047816092
5,3,4,1210_1215,28.5,42.42105263,403,100.75,0.036491228
5,3,4,1215_1220,33.75,32.53333333,366,91.5,0.030814815
5,3,4,1220_1225,30.25,37.19008264,375,93.75,0.034380165
5,3,4,1225_1230,32.25,38.69767442,416,104,0.032248062
5,3,4,1230_1235,30.25,39.37190083,397,99.25,0.034380165
5,3,4,1235_1240,24,48.125,385,96.25,0.043333333
5,3,4,1240_1245,25.5,50.23529412,427,106.75,0.040784314
5,3,4,1245_1250,41.75,39.16167665,545,136.25,0.02491018
5,3,4,1250_1255,56.25,21.81333333,409,102.25,0.018488889
5,3,4,1255_1300,64.5,16.3255814,351,87.75,0.016124031
5,3,4,1300_1305,64.75,12.6023166,272,68,0.016061776
5,3,4,1305_1310,65.75,12.31939163,270,67.5,0.01581749
5,3,4,1310_1315,65,13.61538462,295,73.75,0.016
5,3,4,1315_1320,64.5,14.18604651,305,76.25,0.016124031
5,3,4,1320_1325,64.5,13.86046512,298,74.5,0.016124031
5,3,4,1325_1330,65.25,15.03448276,327,81.75,0.015938697
5,3,4,1330_1335,65,15.78461538,342,85.5,0.016
5,3,4,1335_1340,63.75,14.82352941,315,78.75,0.016313725
5,3,4,1340_1345,63.75,17.74117647,377,94.25,0.016313725
5,3,4,1345_1350,64.25,17.36964981,372,93,0.01618677
5,3,4,1350_1355,63.75,17.17647059,365,91.25,0.016313725
5,3,4,1355_1400,63.5,19.18110236,406,101.5,0.016377953
5,3,4,1400_1405,63.25,19.7312253,416,104,0.016442688
5,3,4,1405_1410,60,23.5,470,117.5,0.017333333
5,3,4,1410_1415,49.75,27.67839196,459,114.75,0.020904523
5,3,4,1415_1420,39.25,33.55414013,439,109.75,0.026496815
5,3,4,1420_1425,44.25,32.54237288,480,120,0.023502825
5,3,4,1425_1430,46,31.76086957,487,121.75,0.022608696
5,3,4,1430_1435,42,32.28571429,452,113,0.024761905
5,3,4,1435_1440,33,35,385,96.25,0.031515152
5,3,4,1440_1445,36.25,38.97931034,471,117.75,0.028689655
5,3,4,1445_1450,34.5,37.2173913,428,107,0.030144928
5,3,4,1450_1455,25.5,52.35294118,445,111.25,0.040784314
5,3,4,1455_1500,26,50.30769231,436,109,0.04
5,3,4,1500_1505,33,40.27272727,443,110.75,0.031515152
5,3,4,1505_1510,32,41.34375,441,110.25,0.0325
5,3,4,1510_1515,34.75,39.10791367,453,113.25,0.029928058
5,3,4,1515_1520,26.75,42.95327103,383,95.75,0.038878505
5,3,4,1520_1525,30.75,42.04878049,431,107.75,0.033821138
5,3,4,1525_1530,25.75,45.2038835,388,97,0.04038835
5,3,4,1530_1535,18.75,60.96,381,95.25,0.055466667
5,3,4,1535_1540,14.5,70.96551724,343,85.75,0.071724138
5,3,4,1540_1545,10.75,79.53488372,285,71.25,0.096744186
5,3,4,1545_1550,6.75,117.7777778,265,66.25,0.154074074
5,3,4,1550_1555,11.5,85.04347826,326,81.5,0.090434783
5,3,4,1555_1600,11.5,89.47826087,343,85.75,0.090434783
5,3,4,1600_1605,7.75,121.9354839,315,78.75,0.134193548
5,3,4,1605_1610,13,82.38461538,357,89.25,0.08
5,3,4,1610_1615,8.25,96,264,66,0.126060606
5,3,4,1615_1620,10,93.9,313,78.25,0.104
5,3,4,1620_1625,8.75,98.05714286,286,71.5,0.118857143
5,3,4,1625_1630,7,101.5714286,237,59.25,0.148571429
5,3,4,1630_1635,7.5,104,260,65,0.138666667
5,3,4,1635_1640,5.5,146.7272727,269,67.25,0.189090909
5,3,4,1640_1645,6,165.5,331,82.75,0.173333333
5,3,4,1645_1650,6.5,125.0769231,271,67.75,0.16
5,3,4,1650_1655,6.25,146.88,306,76.5,0.1664
5,3,4,1655_1700,5.25,150.8571429,264,66,0.198095238
5,3,4,1700_1705,6.25,137.76,287,71.75,0.1664
5,3,4,1705_1710,8.75,104.2285714,304,76,0.118857143
5,3,4,1710_1715,5.75,133.5652174,256,64,0.180869565
5,3,4,1715_1720,6.75,113.3333333,255,63.75,0.154074074
5,3,4,1720_1725,4.25,184.2352941,261,65.25,0.244705882
5,3,4,1725_1730,5.25,148,259,64.75,0.198095238
5,3,4,1730_1735,4.75,172.4210526,273,68.25,0.218947368
5,3,4,1735_1740,6,143.5,287,71.75,0.173333333
5,3,4,1740_1745,7,109.2857143,255,63.75,0.148571429
5,3,4,1745_1750,5.25,160.5714286,281,70.25,0.198095238
5,3,4,1750_1755,9.75,115.6923077,376,94,0.106666667
5,3,4,1755_1800,8.75,99.77142857,291,72.75,0.118857143
5,3,4,1800_1805,7.5,94,235,58.75,0.138666667
5,3,4,1805_1810,5,124.8,208,52,0.208
5,3,4,1810_1815,9.75,101.5384615,330,82.5,0.106666667
5,3,4,1815_1820,11.5,73.04347826,280,70,0.090434783
5,3,4,1820_1825,17.75,59.83098592,354,88.5,0.058591549
5,3,4,1825_1830,21.75,51.31034483,372,93,0.047816092
